1 | La  | L_DET_ARTICLE_DEF
634 | explicado  | L_VERBE_GENERAL_PARTICIPE
644 | que  | L_CONJ_SUBORD
648 | diez  | L_CARDINAL_PRONOMINAL
653 | de  | L_PREPOSITION
656 | los  | L_DET_ARTICLE_DEF
660 | treinta  | L_CARDINAL_NEUTRE
668 | accidentes  | L_NOM_COMMUN
679 | ocurridos  | L_VERBE_GENERAL_PARTICIPE
689 | esta  | L_DET_DEMONSTRATIF
694 | mañana  | L_NOM_COMMUN
700 | ,  | L_PONCTU_FAIBLE
702 | ninguno  | L_QUANTIFICATEUR_PRONOMINAL
710 | de  | L_PREPOSITION
713 | ellos  | L_PRON_PERSONNEL_SUJET_OU_PREPOSITIF
719 | con  | L_PREPOSITION
723 | heridos  | L_NOM_COMMUN
731 | graves  | L_ADJECTIF_GENERAL
737 | ,  | L_PONCTU_FAIBLE
739 | han  | L_VERBE_HABER_INDICATIF
743 | tenido  | L_VERBE_GENERAL_PARTICIPE
750 | lugar  | L_NOM_COMMUN
756 | bajo  | L_PREPOSITION
761 | la  | L_DET_ARTICLE_DEF
764 | lluvia  | L_NOM_COMMUN
770 | ,  | L_PONCTU_FAIBLE
772 | que  | L_PRON_RELATIF
776 | está  | L_VERBE_ESTAR_INDICATIF
781 | dificultando  | L_VERBE_GENERAL_GERONDIF
794 | ya  | L_ADVERBE_MANIERE
797 | la  | L_DET_ARTICLE_DEF
800 | fluidez  | L_NOM_COMMUN
808 | de  | L_PREPOSITION
811 | la  | L_DET_ARTICLE_DEF
814 | circulación  | L_NOM_COMMUN
826 | aunque  | L_CONJ_SUBORD
833 | no  | L_ADVERBE_NEG
836 | se  | L_PRON_PERSONNEL_CLITIQUE
839 | esperaban  | L_VERBE_GENERAL_INDICATIF
849 | retenciones  | L_NOM_COMMUN
861 | hasta  | L_PREPOSITION
867 | las  | L_DET_ARTICLE_DEF
871 | tres  | L_CARDINAL_NEUTRE
876 | de  | L_PREPOSITION
879 | esta  | L_DET_DEMONSTRATIF
884 | tarde  | L_NOM_COMMUN
889 | .  | L_PONCTU_FORTE_FERMANTE
893 | Un  | L_DET_ARTICLE_INDEF
896 | accidente  | L_NOM_COMMUN
906 | en  | L_PREPOSITION
909 | la  | L_DET_ARTICLE_DEF
912 | AP-7  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
917 | en  | L_PREPOSITION
920 | El Vendrell  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
932 | (  | L_PONCTU_PARENTHESE
933 | Tarragona  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
942 | )  | L_PONCTU_PARENTHESE
944 | provoca  | L_VERBE_GENERAL_INDICATIF
952 | hasta  | L_PREPOSITION
958 | 30  | L_CARDINAL_NEUTRE
961 | kilómetros  | L_NOM_COMMUN
972 | de  | L_PREPOSITION
975 | retención  | L_NOM_COMMUN
985 | en  | L_PREPOSITION
988 | esta  | L_DET_DEMONSTRATIF
993 | vía  | L_NOM_COMMUN
996 | ,  | L_PONCTU_FAIBLE
998 | sentido  | L_NOM_COMMUN
1006 | sur  | L_ADJECTIF_GENERAL
1009 | ,  | L_PONCTU_FAIBLE
1011 | informó  | L_VERBE_GENERAL_INDICATIF
1019 | el  | L_DET_ARTICLE_DEF
1022 | Servei  | L_NOM_ORGANISATION
1029 | Català  | L_NOM_ORGANISATION
1036 | de  | L_PREPOSITION
1039 | Trànsit  | L_NOM_ORGANISATION
1047 | (  | L_PONCTU_PARENTHESE
1048 | SCT  | L_NOM_ORGANISATION
1051 | )  | L_PONCTU_PARENTHESE
1052 | .  | L_PONCTU_FORTE_FERMANTE
1054 | Otros  | L_ADJECTIF_GENERAL
1060 | dos  | L_CARDINAL_NEUTRE
1064 | accidentes  | L_NOM_COMMUN
1075 | en  | L_PREPOSITION
1078 | esta  | L_DET_DEMONSTRATIF
1083 | autopista  | L_NOM_COMMUN
1093 | ya  | L_ADVERBE_MANIERE
1096 | provocaron  | L_VERBE_GENERAL_INDICATIF
1107 | esta  | L_DET_DEMONSTRATIF
1112 | mañana  | L_NOM_COMMUN
1119 | retenciones  | L_NOM_COMMUN
1131 | de  | L_PREPOSITION
1134 | más  | L_ADVERBE_GRADATION_COMPARATIF
1138 | de  | L_PREPOSITION
1141 | veinte  | L_CARDINAL_NEUTRE
1148 | kilómetros  | L_NOM_COMMUN
1158 | .  | L_PONCTU_FORTE_FERMANTE
1162 | La  | L_DET_ARTICLE_DEF
1165 | autopista  | L_NOM_COMMUN
1175 | AP-7  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1180 | ha  | L_VERBE_HABER_INDICATIF
1183 | resultado  | L_VERBE_GENERAL_PARTICIPE
1193 | la  | L_DET_ARTICLE_DEF
1196 | más  | L_ADVERBE_GRADATION_SUPERLATIF
1200 | afectada  | L_ADJECTIF_GENERAL
1209 | por  | L_PREPOSITION
1213 | las  | L_DET_ARTICLE_DEF
1217 | retenciones  | L_NOM_COMMUN
1228 | ,  | L_PONCTU_FAIBLE
1230 | con  | L_PREPOSITION
1234 | colas  | L_NOM_COMMUN
1240 | esta  | L_DET_DEMONSTRATIF
1245 | mañana  | L_NOM_COMMUN
1252 | de  | L_PREPOSITION
1255 | hasta  | L_PREPOSITION
1261 | 23  | L_CARDINAL_NEUTRE
1264 | kilómetros  | L_NOM_COMMUN
1275 | entre  | L_PREPOSITION
1281 | Roda de Barà  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1294 | y  | L_CONJ_COORD
1296 | Santa Margarida i els Monjos  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1325 | (  | L_PONCTU_PARENTHESE
1326 | Tarragona  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1335 | )  | L_PONCTU_PARENTHESE
1336 | ,  | L_PONCTU_FAIBLE
1338 | a causa de  | L_PREPOSITION
1349 | dos  | L_CARDINAL_NEUTRE
1353 | accidentes  | L_NOM_COMMUN
1364 | de  | L_PREPOSITION
1367 | tráfico  | L_NOM_COMMUN
1375 | que  | L_PRON_RELATIF
1379 | tuvieron  | L_VERBE_GENERAL_INDICATIF
1388 | lugar  | L_NOM_COMMUN
1394 | a  | L_PREPOSITION
1396 | primera  | L_ADJECTIF_NUM_ORD
1404 | hora  | L_NOM_COMMUN
1409 | de  | L_PREPOSITION
1412 | la  | L_DET_ARTICLE_DEF
1415 | mañana  | L_NOM_COMMUN
1421 | ,  | L_PONCTU_FAIBLE
1423 | uno  | L_CARDINAL_PRONOMINAL
1427 | con  | L_PREPOSITION
1431 | dos  | L_CARDINAL_NEUTRE
1435 | camiones  | L_NOM_COMMUN
1444 | y  | L_CONJ_COORD
1446 | otro  | L_QUANTIFICATEUR_PRONOMINAL
1451 | con  | L_PREPOSITION
1455 | cuatro  | L_CARDINAL_NEUTRE
1462 | vehículos  | L_NOM_COMMUN
1472 | implicados  | L_ADJECTIF_GENERAL
1482 | .  | L_PONCTU_FORTE_FERMANTE
1486 | A consecuencia de  | L_PREPOSITION
1504 | los  | L_DET_ARTICLE_DEF
1508 | problemas  | L_NOM_COMMUN
1518 | en  | L_PREPOSITION
1521 | esta  | L_DET_DEMONSTRATIF
1526 | vía  | L_NOM_COMMUN
1530 | entre  | L_PREPOSITION
1536 | El Vendrell  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1548 | y  | L_CONJ_COORD
1550 | Vilafranca del Penedès  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1572 | ,  | L_PONCTU_FAIBLE
1574 | la  | L_DET_ARTICLE_DEF
1577 | N-340  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1583 | también  | L_ADVERBE_MANIERE
1591 | va  | L_VERBE_GENERAL_INDICATIF
1594 | cargada  | L_ADJECTIF_GENERAL
1602 | entre  | L_PREPOSITION
1608 | El Vendrell  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1620 | y  | L_CONJ_COORD
1622 | Santa Margarida i els Monjos  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1650 | ,  | L_PONCTU_FAIBLE
1652 | con  | L_PREPOSITION
1656 | una  | L_DET_ARTICLE_INDEF
1660 | decena  | L_NOM_COMMUN
1667 | de  | L_PREPOSITION
1670 | kilómetros  | L_NOM_COMMUN
1681 | de  | L_PREPOSITION
1684 | retención  | L_NOM_COMMUN
1693 | .  | L_PONCTU_FORTE_FERMANTE
1695 | La  | L_DET_ARTICLE_DEF
1698 | N-II  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1703 | también  | L_ADVERBE_MANIERE
1711 | tiene  | L_VERBE_GENERAL_INDICATIF
1717 | nueve  | L_CARDINAL_NEUTRE
1723 | kilómetros  | L_NOM_COMMUN
1734 | de  | L_PREPOSITION
1737 | cola  | L_NOM_COMMUN
1742 | en  | L_PREPOSITION
1745 | Jorba  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1750 | .  | L_PONCTU_FORTE_FERMANTE
1754 | Durante  | L_PREPOSITION
1762 | esta  | L_DET_DEMONSTRATIF
1767 | mañana  | L_NOM_COMMUN
1773 | ,  | L_PONCTU_FAIBLE
1775 | se  | L_PRON_PERSONNEL_CLITIQUE
1778 | han  | L_VERBE_HABER_INDICATIF
1782 | producida  | L_VERBE_GENERAL_PARTICIPE
1792 | una  | L_DET_ARTICLE_INDEF
1796 | treintena  | L_NOM_COMMUN
1806 | de  | L_PREPOSITION
1809 | accidentes  | L_NOM_COMMUN
1820 | en  | L_PREPOSITION
1823 | las  | L_DET_ARTICLE_DEF
1827 | carreteras  | L_NOM_COMMUN
1838 | catalanas  | L_ADJECTIF_GENERAL
1847 | ,  | L_PONCTU_FAIBLE
1849 | de  | L_PREPOSITION
1852 | los  | L_DET_ARTICLE_DEF
1856 | cuales  | L_PRON_RELATIF
1863 | un  | L_DET_ARTICLE_INDEF
1866 | tercio  | L_NOM_COMMUN
1873 | están  | L_VERBE_ESTAR_INDICATIF
1879 | relacionados  | L_ADJECTIF_GENERAL
1892 | con  | L_PREPOSITION
1896 | la  | L_DET_ARTICLE_DEF
1899 | lluvia  | L_NOM_COMMUN
1905 | .  | L_PONCTU_FORTE_FERMANTE
1909 | El  | L_DET_ARTICLE_DEF
1912 | SCT  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1916 | prevé  | L_VERBE_GENERAL_INDICATIF
1922 | que  | L_CONJ_SUBORD
1926 | cerca de  | L_PREPOSITION
1935 | 800.000  | L_CARDINAL_NEUTRE
1943 | vehículos  | L_NOM_COMMUN
1953 | salgan  | L_VERBE_GENERAL_SUBJONCTIF
1960 | entre  | L_PREPOSITION
1966 | hoy  | L_ADVERBE_TEMPS
1970 | y  | L_CONJ_COORD
1972 | mañana  | L_ADVERBE_TEMPS
1979 | a  | L_PREPOSITION
1981 | las  | L_DET_ARTICLE_DEF
1985 | carreteras  | L_NOM_COMMUN
1996 | catalanas  | L_ADJECTIF_GENERAL
2005 | ,  | L_PONCTU_FAIBLE
2007 | 680.000  | L_CARDINAL_PRONOMINAL
2015 | de  | L_PREPOSITION
2018 | ellos  | L_PRON_PERSONNEL_SUJET_OU_PREPOSITIF
2024 | desde  | L_PREPOSITION
2030 | Barcelona  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
2040 | y  | L_CONJ_COORD
2042 | su  | L_PRON_POSSESSIF_PREN
2045 | área  | L_NOM_COMMUN
2050 | metropolitana  | L_ADJECTIF_GENERAL
2063 | ,  | L_PONCTU_FAIBLE
2065 | con motivo de  | L_PREPOSITION
2079 | las  | L_DET_ARTICLE_DEF
2083 | vacaciones  | L_NOM_COMMUN
2094 | de  | L_PREPOSITION
2097 | Semana  | L_NOM_COMMUN
2104 | Santa  | L_ADJECTIF_GENERAL
2109 | .  | L_PONCTU_FORTE_FERMANTE
2113 | La  | L_DET_ARTICLE_DEF
2116 | Generalitat  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
2128 | intensificará  | L_VERBE_GENERAL_INDICATIF
2142 | este  | L_DET_DEMONSTRATIF
2147 | año  | L_NOM_COMMUN
2151 | los  | L_DET_ARTICLE_DEF
2155 | controles  | L_NOM_COMMUN
2165 | de  | L_PREPOSITION
2168 | velocidad  | L_NOM_COMMUN
2178 | y  | L_CONJ_COORD
2180 | de  | L_PREPOSITION
2183 | alcoholemia  | L_NOM_COMMUN
2195 | tanto  | L_ADVERBE_MANIERE
2201 | en  | L_PREPOSITION
2204 | las  | L_DET_ARTICLE_DEF
2208 | vías  | L_NOM_COMMUN
2213 | principales  | L_ADJECTIF_GENERAL
2225 | como  | L_PREPOSITION
2230 | secundarias  | L_ADJECTIF_GENERAL
2241 | ,  | L_PONCTU_FAIBLE
2243 | además de  | L_PREPOSITION
2250 | de  | L_PREPOSITION
2253 | instalar  | L_VERBE_GENERAL_INFINITIF
2262 | carriles  | L_NOM_COMMUN
2271 | especiales  | L_ADJECTIF_GENERAL
2282 | para  | L_PREPOSITION
2287 | reducir  | L_VERBE_GENERAL_INFINITIF
2295 | las  | L_DET_ARTICLE_DEF
2299 | retenciones  | L_NOM_COMMUN
2310 | .  | L_PONCTU_FORTE_FERMANTE
2312 | El  | L_DET_ARTICLE_DEF
2315 | dispositivo  | L_NOM_COMMUN
2327 | especial  | L_ADJECTIF_GENERAL
2336 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
2340 | SCT  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
2344 | se  | L_PRON_PERSONNEL_CLITIQUE
2347 | pondrá  | L_VERBE_GENERAL_INDICATIF
2354 | en  | L_PREPOSITION
2357 | marcha  | L_NOM_COMMUN
2364 | a  | L_PREPOSITION
2366 | las  | L_DET_ARTICLE_DEF
2370 | 15  | L_CARDINAL_NEUTRE
2373 | horas  | L_NOM_COMMUN
2379 | de  | L_PREPOSITION
2382 | mañana  | L_NOM_COMMUN
2389 | y  | L_CONJ_COORD
2391 | movilizará  | L_VERBE_GENERAL_INDICATIF
2402 | a  | L_PREPOSITION
2404 | entre  | L_PREPOSITION
2410 | 450  | L_CARDINAL_NEUTRE
2414 | y  | L_CONJ_COORD
2416 | 500  | L_CARDINAL_NEUTRE
2420 | mossos  | L_NOM_COMMUN
2427 | d'  | L_PREPOSITION
2429 | esquadra  | L_NOM_COMMUN
2438 | a  | L_PREPOSITION
2440 | diario  | L_NOM_COMMUN
2446 | .  | L_PONCTU_FORTE_FERMANTE
