1 | NACIONAL  | L_NOM_COMMUN
281 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
285 | Gobierno  | L_NOM_COMMUN
294 | que  | L_PRON_RELATIF
298 | formará  | L_VERBE_GENERAL_INDICATIF
306 | José  | L_NOM_PROPRE_ANTHROPONYME
311 | Luis  | L_NOM_PROPRE_ANTHROPONYME
316 | Rodríguez  | L_NOM_PROPRE_ANTHROPONYME
326 | Zapatero  | L_NOM_PROPRE_ANTHROPONYME
334 | ,  | L_PONCTU_FAIBLE
336 | según  | L_CONJ_SUBORD
342 | confirmó  | L_VERBE_GENERAL_INDICATIF
351 | el  | L_DET_ARTICLE_DEF
354 | futuro  | L_ADJECTIF_GENERAL
361 | portavoz  | L_NOM_COMMUN
370 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
374 | Grupo  | L_NOM_COMMUN
380 | Socialista  | L_ADJECTIF_GENERAL
391 | en  | L_PREPOSITION
394 | el  | L_DET_ARTICLE_DEF
397 | Congreso  | L_NOM_COMMUN
406 | de  | L_PREPOSITION
409 | los  | L_DET_ARTICLE_DEF
413 | Diputados  | L_NOM_COMMUN
422 | ,  | L_PONCTU_FAIBLE
425 | Alfredo  | L_NOM_PROPRE_ANTHROPONYME
433 | Pérez  | L_NOM_PROPRE_ANTHROPONYME
439 | Rubalcaba  | L_NOM_PROPRE_ANTHROPONYME
448 | .  | L_PONCTU_FORTE_FERMANTE
450 | Pérez  | L_NOM_PROPRE_ANTHROPONYME
456 | Rubalcaba  | L_NOM_PROPRE_ANTHROPONYME
465 | ,  | L_PONCTU_FAIBLE
467 | en  | L_PREPOSITION
470 | declaraciones  | L_NOM_COMMUN
484 | a  | L_PREPOSITION
486 | Antena  | L_NOM_COMMUN
493 | 3  | L_CARDINAL_NEUTRE
494 | ,  | L_PONCTU_FAIBLE
496 | anunció  | L_VERBE_GENERAL_INDICATIF
504 | que  | L_CONJ_SUBORD
508 | Espinosa  | L_NOM_PROPRE_ANTHROPONYME
517 | será  | L_VERBE_SER_INDICATIF
522 | la  | L_DET_ARTICLE_DEF
525 | titular  | L_NOM_COMMUN
533 | de  | L_PREPOSITION
536 | Agricultura  | L_NOM_COMMUN
548 | y  | L_CONJ_COORD
550 | Pesca  | L_NOM_COMMUN
556 | y  | L_CONJ_COORD
558 | que  | L_CONJ_SUBORD
562 | Elena  | L_NOM_PROPRE_ANTHROPONYME
568 | Salgado  | L_NOM_PROPRE_ANTHROPONYME
575 | ,  | L_PONCTU_FAIBLE
577 | ex  | L_ADJECTIF_GENERAL
580 | directora  | L_NOM_COMMUN
590 | general  | L_ADJECTIF_GENERAL
598 | de  | L_PREPOSITION
601 | Comunicaciones  | L_NOM_COMMUN
616 | en  | L_PREPOSITION
619 | el  | L_DET_ARTICLE_DEF
622 | último  | L_ADJECTIF_GENERAL
629 | Gobierno  | L_NOM_COMMUN
638 | socialista  | L_ADJECTIF_GENERAL
648 | ,  | L_PONCTU_FAIBLE
650 | será  | L_VERBE_SER_INDICATIF
655 | la  | L_DET_ARTICLE_DEF
658 | ministra  | L_NOM_COMMUN
667 | de  | L_PREPOSITION
670 | Sanidad  | L_NOM_COMMUN
677 | .  | L_PONCTU_FORTE_FERMANTE
679 | Elena  | L_NOM_PROPRE_ANTHROPONYME
685 | Espinosa  | L_NOM_PROPRE_ANTHROPONYME
694 | Mangana  | L_NOM_PROPRE_ANTHROPONYME
701 | ,  | L_PONCTU_FAIBLE
703 | que  | L_PRON_RELATIF
707 | nació  | L_VERBE_GENERAL_INDICATIF
713 | en  | L_PREPOSITION
716 | Orense  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
723 | en  | L_PREPOSITION
726 | 1960  | L_CARDINAL_NEUTRE
730 | ,  | L_PONCTU_FAIBLE
732 | fue  | L_VERBE_SER_INDICATIF
736 | militante  | L_NOM_COMMUN
746 | socialista  | L_ADJECTIF_GENERAL
757 | desde  | L_PREPOSITION
763 | su  | L_PRON_POSSESSIF_PREN
766 | juventud  | L_NOM_COMMUN
775 | e  | L_CONJ_COORD
777 | incluso  | L_ADVERBE_MANIERE
785 | fue  | L_VERBE_SER_INDICATIF
789 | alumna  | L_NOM_COMMUN
796 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
800 | actual  | L_ADJECTIF_GENERAL
807 | secretario  | L_NOM_COMMUN
818 | general  | L_ADJECTIF_GENERAL
826 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
830 | PSdeG  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
835 | ,  | L_PONCTU_FAIBLE
837 | Emilio  | L_NOM_PROPRE_ANTHROPONYME
844 | Pérez  | L_NOM_PROPRE_ANTHROPONYME
850 | Touriño  | L_NOM_PROPRE_ANTHROPONYME
857 | ,  | L_PONCTU_FAIBLE
859 | en  | L_PREPOSITION
862 | la  | L_DET_ARTICLE_DEF
865 | facultad  | L_NOM_COMMUN
874 | de  | L_PREPOSITION
877 | Ciencias  | L_NOM_COMMUN
886 | Económicas  | L_ADJECTIF_GENERAL
897 | y  | L_CONJ_COORD
899 | Empresariales  | L_ADJECTIF_GENERAL
913 | de  | L_PREPOSITION
916 | la  | L_DET_ARTICLE_DEF
919 | Universidad  | L_NOM_COMMUN
931 | de  | L_PREPOSITION
934 | Santiago de Compostela  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
956 | .  | L_PONCTU_FORTE_FERMANTE
958 | En  | L_PREPOSITION
961 | 1985  | L_CARDINAL_NEUTRE
965 | ,  | L_PONCTU_FAIBLE
967 | pasó  | L_VERBE_GENERAL_INDICATIF
972 | a  | L_PREPOSITION
974 | formar  | L_VERBE_GENERAL_INFINITIF
981 | parte  | L_NOM_COMMUN
987 | de  | L_PREPOSITION
990 | la  | L_DET_ARTICLE_DEF
993 | denominada  | L_ADJECTIF_GENERAL
1004 | Zona  | L_NOM_COMMUN
1009 | de  | L_PREPOSITION
1012 | Urgente  | L_ADJECTIF_GENERAL
1020 | Reindustrialización  | L_NOM_COMMUN
1039 | ,  | L_PONCTU_FAIBLE
1041 | órgano  | L_NOM_COMMUN
1048 | que  | L_CONJ_SUBORD
1052 | posteriormente  | L_ADVERBE_MANIERE
1067 | dirigió  | L_VERBE_GENERAL_INDICATIF
1075 | hasta que  | L_CONJ_SUBORD
1085 | en  | L_PREPOSITION
1088 | 1988  | L_CARDINAL_NEUTRE
1093 | fue  | L_VERBE_SER_INDICATIF
1097 | nombrada  | L_VERBE_GENERAL_PARTICIPE
1106 | fue  | L_VERBE_SER_INDICATIF
1110 | presidenta  | L_NOM_COMMUN
1121 | de  | L_PREPOSITION
1124 | la  | L_DET_ARTICLE_DEF
1127 | Autoridad  | L_NOM_COMMUN
1137 | Portuaria  | L_ADJECTIF_GENERAL
1147 | de  | L_PREPOSITION
1150 | Vigo  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1154 | .  | L_PONCTU_FORTE_FERMANTE
1156 | Con  | L_PREPOSITION
1160 | el  | L_DET_ARTICLE_DEF
1163 | cambio  | L_NOM_COMMUN
1170 | de  | L_PREPOSITION
1173 | Gobierno  | L_NOM_COMMUN
1182 | en  | L_PREPOSITION
1185 | 1996  | L_CARDINAL_NEUTRE
1189 | ,  | L_PONCTU_FAIBLE
1191 | Espinosa  | L_NOM_PROPRE_ANTHROPONYME
1200 | dejó  | L_VERBE_GENERAL_INDICATIF
1205 | la  | L_DET_ARTICLE_DEF
1208 | institución  | L_NOM_COMMUN
1220 | viguesa  | L_ADJECTIF_GENERAL
1228 | para  | L_PREPOSITION
1233 | pasar  | L_VERBE_GENERAL_INFINITIF
1239 | a  | L_PREPOSITION
1241 | realizar  | L_VERBE_GENERAL_INFINITIF
1250 | labores  | L_NOM_COMMUN
1258 | de  | L_PREPOSITION
1261 | asesoramiento  | L_NOM_COMMUN
1275 | en  | L_PREPOSITION
1278 | el  | L_DET_ARTICLE_DEF
1281 | Instituto  | L_NOM_COMMUN
1291 | Gallego  | L_ADJECTIF_GENERAL
1299 | de  | L_PREPOSITION
1302 | Medicina  | L_NOM_COMMUN
1311 | Técnica  | L_ADJECTIF_GENERAL
1318 | .  | L_PONCTU_FORTE_FERMANTE
1320 | Por  | L_PREPOSITION
1324 | su  | L_PRON_POSSESSIF_PREN
1327 | parte  | L_NOM_COMMUN
1332 | ,  | L_PONCTU_FAIBLE
1334 | Elena  | L_NOM_PROPRE_ANTHROPONYME
1340 | Salgado  | L_NOM_PROPRE_ANTHROPONYME
1348 | Méndez  | L_NOM_PROPRE_ANTHROPONYME
1354 | ,  | L_PONCTU_FAIBLE
1356 | economista  | L_NOM_COMMUN
1367 | y  | L_CONJ_COORD
1369 | ex  | L_ADJECTIF_GENERAL
1372 | directora  | L_NOM_COMMUN
1382 | general  | L_ADJECTIF_GENERAL
1390 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
1394 | Teatro  | L_NOM_COMMUN
1401 | Lírico  | L_ADJECTIF_GENERAL
1407 | ,  | L_PONCTU_FAIBLE
1409 | nació  | L_VERBE_GENERAL_INDICATIF
1415 | en  | L_PREPOSITION
1418 | Orense  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1424 | ,  | L_PONCTU_FAIBLE
1426 | España  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1432 | ,  | L_PONCTU_FAIBLE
1434 | el  | L_DET_ARTICLE_DEF
1437 | 12  | L_CARDINAL_NEUTRE
1440 | de  | L_PREPOSITION
1443 | mayo  | L_NOM_TEMPS
1448 | de  | L_PREPOSITION
1451 | 1949  | L_CARDINAL_NEUTRE
1455 | ,  | L_PONCTU_FAIBLE
1457 | es  | L_VERBE_SER_INDICATIF
1460 | ingeniera  | L_NOM_COMMUN
1470 | industrial  | L_ADJECTIF_GENERAL
1481 | por  | L_PREPOSITION
1485 | la  | L_DET_ARTICLE_DEF
1488 | Escuela  | L_NOM_COMMUN
1496 | Técnica  | L_ADJECTIF_GENERAL
1504 | Superior  | L_ADJECTIF_GENERAL
1513 | de  | L_PREPOSITION
1516 | Ingenieros  | L_NOM_COMMUN
1527 | Industriales  | L_ADJECTIF_GENERAL
1540 | (  | L_PONCTU_PARENTHESE
1541 | ETSII  | L_NOM_ORGANISATION
1546 | )  | L_PONCTU_PARENTHESE
1548 | de  | L_PREPOSITION
1551 | Madrid  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1558 | y  | L_CONJ_COORD
1560 | licenciada  | L_NOM_COMMUN
1571 | en  | L_PREPOSITION
1574 | Ciencias  | L_NOM_COMMUN
1583 | Económicas  | L_ADJECTIF_GENERAL
1594 | por  | L_PREPOSITION
1598 | la  | L_DET_ARTICLE_DEF
1601 | Universidad  | L_NOM_COMMUN
1613 | Complutense  | L_ADJECTIF_GENERAL
1625 | de  | L_PREPOSITION
1628 | Madrid  | L_NOM_PROPRE_TOPONYME_OU_ORGANISATION
1634 | .  | L_PONCTU_FORTE_FERMANTE
1636 | Tras  | L_PREPOSITION
1641 | ocupar  | L_VERBE_GENERAL_INFINITIF
1648 | diversos  | L_ADJECTIF_GENERAL
1657 | cargos  | L_NOM_COMMUN
1664 | en  | L_PREPOSITION
1667 | el  | L_DET_ARTICLE_DEF
1670 | Ministerio  | L_NOM_COMMUN
1681 | de  | L_PREPOSITION
1684 | Economía  | L_NOM_COMMUN
1693 | y  | L_CONJ_COORD
1695 | Hacienda  | L_NOM_COMMUN
1703 | ,  | L_PONCTU_FAIBLE
1705 | fue  | L_VERBE_SER_INDICATIF
1709 | secretaria  | L_NOM_COMMUN
1720 | general  | L_ADJECTIF_GENERAL
1728 | de  | L_PREPOSITION
1731 | Comunicaciones  | L_NOM_COMMUN
1746 | entre  | L_PREPOSITION
1752 | los  | L_DET_ARTICLE_DEF
1756 | años  | L_NOM_COMMUN
1761 | 1991  | L_CARDINAL_NEUTRE
1766 | y  | L_CONJ_COORD
1768 | 1996  | L_CARDINAL_NEUTRE
1773 | y  | L_CONJ_COORD
1775 | ocupó  | L_VERBE_GENERAL_INDICATIF
1781 | también  | L_ADVERBE_MANIERE
1789 | el  | L_DET_ARTICLE_DEF
1792 | puesto  | L_NOM_COMMUN
1799 | de  | L_PREPOSITION
1802 | directora  | L_NOM_COMMUN
1812 | general  | L_ADJECTIF_GENERAL
1820 | de  | L_PREPOSITION
1823 | la  | L_DET_ARTICLE_DEF
1826 | Fundación  | L_NOM_COMMUN
1836 | Teatro  | L_NOM_COMMUN
1843 | Lírico  | L_ADJECTIF_GENERAL
1849 | ,  | L_PONCTU_FAIBLE
1851 | encargada  | L_ADJECTIF_GENERAL
1861 | de  | L_PREPOSITION
1864 | la  | L_DET_ARTICLE_DEF
1867 | gestión  | L_NOM_COMMUN
1875 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
1879 | Teatro  | L_NOM_COMMUN
1886 | Real  | L_ADJECTIF_GENERAL
1890 | ,  | L_PONCTU_FAIBLE
1892 | hasta que  | L_CONJ_SUBORD
1902 | cesó  | L_VERBE_GENERAL_INDICATIF
1907 | en  | L_PREPOSITION
1910 | el  | L_DET_ARTICLE_DEF
1913 | cargo  | L_NOM_COMMUN
1918 | ,  | L_PONCTU_FAIBLE
1920 | ya  | L_ADVERBE_TEMPS
1923 | durante  | L_PREPOSITION
1931 | el  | L_DET_ARTICLE_DEF
1934 | gobierno  | L_NOM_COMMUN
1943 | del  | L_DET_ARTICLE_CONTRACTE_DE_EL
1947 | PP  | L_NOM_ORGANISATION
1949 | ,  | L_PONCTU_FAIBLE
1951 | con  | L_PREPOSITION
1955 | Esperanza  | L_NOM_PROPRE_ANTHROPONYME
1965 | Aguirre  | L_NOM_PROPRE_ANTHROPONYME
1973 | como  | L_PREPOSITION
1978 | ministra  | L_NOM_COMMUN
1987 | de  | L_PREPOSITION
1990 | Educación  | L_NOM_COMMUN
2000 | y  | L_CONJ_COORD
2002 | Cultura  | L_NOM_COMMUN
2009 | .  | L_PONCTU_FORTE_FERMANTE
