1 | 上海 | Np lieu
356 | 建筑 | Nc général
358 | 工地 | Nc général
360 | 遍布 | verbe principal
362 | 在 | prep général
363 | 这 | det démonstratif
364 | 片 | spécificatif
365 | 热土 | Nc général
367 | 上 | Nc notion de direction
368 | 。 | ponctuation forte
369 | 为 | prep général
370 | 规范 | verbe principal
372 | 建筑 | Nc général
374 | 行为 | Nc général
376 | ， | ponctuation faible
377 | 防止 | verbe principal
379 | 出现 | verbe principal
381 | 无序 | adj qualificatif général attribut du sujet
383 | 现象 | Nc général
385 | ， | ponctuation faible
386 | 新区 | Nc général
388 | 管委会 | Nc général
391 | 根据 | prep général
393 | 国家 | Nc général
395 | 和 | conj coordination lier que d'expressions
396 | 上海市 | Np lieu
399 | 的 | particule structure dans la structure de
400 | 有关 | adj qualificatif général attribut du sujet
402 | 规定 | Nc général
404 | ， | ponctuation faible
405 | 结合 | verbe principal
407 | 浦东 | Np lieu
409 | 开发 | Nc général
411 | 实际 | Nc général
413 | ， | ponctuation faible
414 | 及时 | adv général
416 | 出台 | verbe principal
418 | 了 | particule temps action finie
419 | 一 | num cardinale
420 | 系列 | spécificatif
422 | 规范 | verbe principal
424 | 建设 | Nc général
426 | 市场 | Nc général
428 | 的 | particule structure suffix de modifier
429 | 文件 | Nc général
431 | ， | ponctuation faible
432 | 其中 | Nc général
434 | 包括 | verbe principal
436 | 工程 | Nc général
438 | 施工 | Nc général
440 | 招投标 | Nc général
443 | 管理 | Nc général
445 | 办法 | Nc général
447 | 、 | ponctuation faible
448 | 拆迁 | Nc général
450 | 工作 | Nc général
452 | 若干 | num cardinale
454 | 规定 | Nc général
456 | 、 | ponctuation faible
457 | 整治 | verbe principal
459 | 违章 | adj qualificatif général attribut du sujet
461 | 建筑 | Nc général
463 | 实施 | Nc général
465 | 办法 | Nc général
467 | 、 | ponctuation faible
468 | 通信 | Nc général
470 | 设施 | Nc général
472 | 及 | conj coordination lier que d'expressions
473 | 管线 | Nc général
475 | 配套 | Nc général
477 | 建设 | Nc général
479 | 意见 | Nc général
481 | 、 | ponctuation faible
482 | 建设 | Nc général
484 | 工地 | Nc général
486 | 施工 | Nc général
488 | 环境 | Nc général
490 | 管理 | Nc général
492 | 暂行 | adj qualificatif général attribut du sujet
494 | 办法 | Nc général
496 | 等 | particule autres
497 | ， | ponctuation faible
498 | 基本 | adv général
500 | 做到 | verbe principal
502 | 了 | particule temps action finie
503 | 每 | det indéfini
504 | 个 | spécificatif
505 | 环节 | Nc général
507 | 都 | adv général
508 | 有 | verbe auxiliaire
509 | 明确 | adj qualificatif général épithète
511 | 而 | conj coordination lier tout
512 | 又 | adv général
513 | 具体 | adj qualificatif général épithète
515 | 的 | particule structure suffix de modifier
516 | 规定 | Nc général
518 | 。 | ponctuation forte
519 | 建筑 | Nc général
521 | 公司 | Nc général
523 | 进 | verbe principal
524 | 区 | Nc général
525 | ， | ponctuation faible
526 | 有关 | adj qualificatif général attribut du sujet
528 | 部门 | Nc général
530 | 先 | adv général
531 | 送上 | verbe principal
533 | 这些 | det démonstratif
535 | 法规性 | Nc général
538 | 文件 | Nc général
540 | ， | ponctuation faible
541 | 然后 | adv général
543 | 有 | verbe auxiliaire
544 | 专门 | adj qualificatif général attribut du sujet
546 | 队伍 | Nc général
548 | 进行 | verbe principal
550 | 监督 | Nc général
552 | 检查 | Nc général
554 | 。 | ponctuation forte
555 | 尽管 | conj subordination lier que de phrase
557 | 浦东 | Np lieu
559 | 新区 | Nc général
561 | 制定 | verbe principal
563 | 的 | particule structure suffix de modifier
564 | 法规性 | Nc général
567 | 文件 | Nc général
569 | 有些 | pron indéfini
571 | 比较 | adv général
573 | “ | ponctuation mise en évidence
574 | 粗 | adj qualificatif général épithète
575 | ” | ponctuation mise en évidence
576 | ， | ponctuation faible
577 | 有些 | pron indéfini
579 | 还 | adv général
580 | 只 | adv général
581 | 是 | verbe copule
582 | 暂行 | adj qualificatif général attribut du sujet
584 | 规定 | Nc général
586 | ， | ponctuation faible
587 | 有待 | verbe principal
589 | 在 | prep général
590 | 实践 | Nc général
592 | 中 | Nc notion de direction
593 | 逐步 | adv général
595 | 完善 | verbe principal
597 | ， | ponctuation faible
598 | 但 | adv général
599 | 这 | det démonstratif
600 | 种 | spécificatif
601 | 法制 | Nc général
603 | 紧跟 | verbe principal
605 | 经济 | Nc général
607 | 和 | conj coordination lier que d'expressions
608 | 社会 | Nc général
610 | 活动 | Nc général
612 | 的 | particule structure suffix de modifier
613 | 做法 | Nc général
615 | ， | ponctuation faible
616 | 受到 | verbe principal
618 | 了 | particule temps action finie
619 | 国内外 | Nc général
622 | 投资者 | Nc général
625 | 的 | particule structure dans la structure de
626 | 好 | adj qualificatif général attribut du sujet
627 | 评 | Nc général
628 | ， | ponctuation faible
629 | 他们 | pron personnel
631 | 认为 | verbe principal
633 | ， | ponctuation faible
634 | 到 | verbe principal
635 | 浦东 | Np lieu
637 | 新区 | Nc général
639 | 投资 | verbe principal
641 | 办事 | Nc général
643 | 有 | verbe auxiliaire
644 | 章法 | Nc général
646 | ， | ponctuation faible
647 | 讲 | verbe principal
648 | 规矩 | Nc général
650 | ， | ponctuation faible
651 | 利益 | Nc général
653 | 能 | verbe principal
654 | 得到 | verbe principal
656 | 保障 | Nc général
658 | 。 | ponctuation forte
659 | （ | ponctuation parenthèses
660 | 完 | verbe principal
661 | ） | ponctuation parenthèses
662 | 外商 | Nc général
664 | 投资 | Nc général
666 | 企业 | Nc général
668 | 成为 | verbe principal
670 | 中国 | Np lieu
672 | 外贸 | Nc général
674 | 重要 | adj qualificatif général attribut du sujet
676 | 增长点 | Nc général
679 | 新华社 | Nc général
682 | 北京 | Np lieu
684 | 二月 | Nc mois
686 | 十一日 | Nc jour
689 | 电 | Nc général
690 | （ | ponctuation parenthèses
691 | 记者 | Nc général
693 | 唐虹 | Np noms
695 | ） | ponctuation parenthèses
696 | 海关 | Nc général
698 | 统计 | Nc général
700 | 表明 | verbe principal
702 | ， | ponctuation faible
703 | “ | ponctuation mise en évidence
704 | 八五 | 
706 | ” | ponctuation mise en évidence
707 | 期间 | Nc général
709 | （ | ponctuation parenthèses
710 | 一九九０年 | Nc années
715 | — | ponctuation parenthèses
716 | 一九九五年 | Nc années
721 | ） | ponctuation parenthèses
722 | ， | ponctuation faible
723 | 中国 | Np lieu
725 | 外商 | Nc général
727 | 投资 | Nc général
729 | 企业 | Nc général
731 | 的 | particule structure dans la structure de
732 | 进出口 | Nc général
735 | 呈 | verbe principal
736 | 直线 | adv général
738 | 上升 | verbe principal
740 | 之 | particule structure suffix de modifier
741 | 势 | Nc général
742 | ， | ponctuation faible
743 | 出口 | Nc général
745 | 年均 | adv général
747 | 增长 | verbe principal
749 | 百分之四十三点二 | num cardinale
757 | ， | ponctuation faible
758 | 进口 | Nc général
760 | 年均 | adv général
762 | 增长 | verbe principal
764 | 百分之三十八点六 | num cardinale
772 | 。 | ponctuation forte
773 | 去年 | Nc notion de temps saison et Jie Qi
775 | 实现 | verbe principal
777 | 进出口 | Nc général
780 | 总值 | Nc général
782 | 达 | verbe principal
783 | 一千零九十八点二亿 | num cardinale
792 | 美元 | spécificatif
794 | ， | ponctuation faible
795 | 占 | verbe principal
796 | 全 | det indéfini
797 | 国 | Nc général
798 | 进出口 | Nc général
801 | 总值 | Nc général
803 | 的 | particule structure suffix de modifier
804 | 比重 | Nc général
806 | 由 | prep général
807 | 上 | det démonstratif
808 | 年 | spécificatif
809 | 的 | particule structure dans la structure de
810 | 百分之三十七 | num cardinale
816 | 提高 | verbe principal
818 | 到 | verbe principal
819 | 百分之三十九 | num cardinale
825 | 。 | ponctuation forte
826 | 外商 | Nc général
828 | 投资 | Nc général
830 | 企业 | Nc général
832 | 在 | prep général
833 | 改善 | verbe principal
835 | 中国 | Np lieu
837 | 出口 | Nc général
839 | 商品 | Nc général
841 | 结构 | Nc général
843 | 中 | Nc notion de direction
844 | 发挥 | verbe principal
846 | 了 | particule temps action finie
847 | 显著 | adj qualificatif général attribut du sujet
849 | 作用 | Nc général
851 | 。 | ponctuation forte
852 | 去年 | Nc notion de temps saison et Jie Qi
854 | 外商 | Nc général
856 | 投资 | Nc général
858 | 企业 | Nc général
860 | 出口 | Nc général
862 | 商品 | Nc général
864 | 中 | Nc notion de direction
865 | ， | ponctuation faible
866 | 工业 | Nc général
868 | 制成品 | Nc général
871 | 占 | verbe principal
872 | 九成 | num cardinale
874 | 以上 | Nc notion de direction
876 | ， | ponctuation faible
877 | 达 | verbe principal
878 | 四百三十八点八亿 | num cardinale
886 | 美元 | spécificatif
888 | ， | ponctuation faible
889 | 比 | prep général
890 | 上 | det démonstratif
891 | 年 | spécificatif
892 | 增长 | verbe principal
894 | 了 | particule temps action finie
895 | 百分之三十六点七 | num cardinale
903 | ， | ponctuation faible
904 | 明显 | adv général
906 | 高于 | verbe principal
908 | 全 | det indéfini
909 | 国 | Nc général
910 | 平均 | adj qualificatif général attribut du sujet
912 | 水平 | Nc général
914 | 。 | ponctuation forte
915 | 外商 | Nc général
917 | 投资 | Nc général
919 | 企业 | Nc général
921 | 的 | particule structure dans la structure de
922 | 出口 | Nc général
924 | 商品 | Nc général
926 | 仍 | adv général
927 | 以 | prep général
928 | 轻纺 | Nc général
930 | 产品 | Nc général
932 | 为主 | verbe principal
934 | ， | ponctuation faible
935 | 其中 | Nc général
937 | ， | ponctuation faible
938 | 出口额 | Nc général
941 | 最 | adv général
942 | 大 | adj qualificatif général épithète
943 | 的 | particule structure suffix de modifier
944 | 商品 | Nc général
946 | 是 | verbe copule
947 | 服装 | Nc général
949 | ， | ponctuation faible
950 | 去年 | Nc notion de temps saison et Jie Qi
952 | 为 | verbe copule
953 | 七十六点八亿 | num cardinale
959 | 美元 | spécificatif
961 | 。 | ponctuation forte
962 | 而 | adv général
963 | 进口 | Nc général
965 | 商品 | Nc général
967 | 则 | adv général
968 | 以 | prep général
969 | 机械 | Nc général
971 | 设备 | Nc général
973 | 和 | conj coordination lier que d'expressions
974 | 工业 | Nc général
976 | 原材料 | Nc général
979 | 为主 | verbe principal
981 | 。 | ponctuation forte
982 | （ | ponctuation parenthèses
983 | 完 | verbe principal
984 | ） | ponctuation parenthèses
985 | 中国 | Np lieu
987 | 十四 | num cardinale
989 | 个 | spécificatif
990 | 边境 | Nc général
992 | 开放 | Nc général
994 | 城市 | Nc général
996 | 经济 | Nc général
998 | 建设 | Nc général
1000 | 成就 | Nc général
1002 | 显著 | verbe principal
1004 | 新华社 | Nc général
1007 | 北京 | Np lieu
1009 | 二月 | Nc mois
1011 | 十二日 | Nc jour
1014 | 电 | Nc général
1015 | 中国 | Np lieu
1017 | 十四 | num cardinale
1019 | 个 | spécificatif
1020 | 边境 | Nc général
1022 | 对 | prep général
1023 | 外 | Nc général
1024 | 开放 | Nc général
1026 | 城市 | Nc général
1028 | 一九九五年 | Nc années
1033 | 经济 | Nc général
1035 | 建设 | Nc général
1037 | 取得 | verbe principal
1039 | 可喜 | adj qualificatif général attribut du sujet
1041 | 成果 | Nc général
1043 | 。 | ponctuation forte
1044 | 据 | prep général
1045 | 统计 | Nc général
1047 | ， | ponctuation faible
1048 | 这些 | det démonstratif
1050 | 城市 | Nc général
1052 | 去年 | Nc notion de temps saison et Jie Qi
1054 | 完成 | verbe principal
1056 | 国内 | Nc général
1058 | 生产 | Nc général
1060 | 总值 | Nc général
1062 | 一百九十多亿 | num cardinale
1068 | 元 | spécificatif
1069 | ， | ponctuation faible
1070 | 比 | prep général
1071 | 开放 | Nc général
1073 | 前 | Nc notion de direction
1074 | 的 | particule structure dans la structure de
1075 | 一九九一年 | Nc années
1080 | 增长 | verbe principal
1082 | 九成多 | num cardinale
1085 | 。 | ponctuation forte
1086 | 国务院 | Nc général
1089 | 于 | prep général
1090 | 一九九二年 | Nc années
1095 | 先后 | adv général
1097 | 批准 | verbe principal
1099 | 了 | particule temps action finie
1100 | 黑河 | Np lieu
1102 | 、 | ponctuation faible
1103 | 凭祥 | Np lieu
1105 | 、 | ponctuation faible
1106 | 珲春 | Np lieu
1108 | 、 | ponctuation faible
1109 | 伊宁 | Np lieu
1111 | 、 | ponctuation faible
1112 | 瑞丽 | Np lieu
1114 | 等 | particule autres
1115 | 十四 | num cardinale
1117 | 个 | spécificatif
1118 | 边境 | Nc général
1120 | 城市 | Nc général
1122 | 为 | verbe copule
1123 | 对 | prep général
1124 | 外 | Nc général
1125 | 开放 | Nc général
1127 | 城市 | Nc général
1129 | ， | ponctuation faible
1130 | 同时 | adv général
1132 | 还 | adv général
1133 | 批准 | verbe principal
1135 | 这些 | det démonstratif
1137 | 城市 | Nc général
1139 | 设立 | verbe principal
1141 | 十四 | num cardinale
1143 | 个 | spécificatif
1144 | 边境 | Nc général
1146 | 经济 | Nc général
1148 | 合作区 | Nc général
1151 | 。 | ponctuation forte
1152 | 三 | num cardinale
1153 | 年 | spécificatif
1154 | 多 | adv général
1155 | 来 | Nc notion de direction
1156 | ， | ponctuation faible
1157 | 这些 | det démonstratif
1159 | 城市 | Nc général
1161 | 社会 | Nc général
1163 | 经济 | Nc général
1165 | 发展 | Nc général
1167 | 迅速 | adj qualificatif général épithète
1169 | ， | ponctuation faible
1170 | 地方 | Nc général
1172 | 经济 | Nc général
1174 | 实力 | Nc général
1176 | 明显 | adv général
1178 | 增强 | verbe principal
1180 | ； | ponctuation forte
1181 | 经济 | Nc général
1183 | 年平均 | adv général
1186 | 增长 | verbe principal
1188 | 百分之十七 | num cardinale
1193 | ， | ponctuation faible
1194 | 高于 | verbe principal
1196 | 全 | det indéfini
1197 | 国 | Nc général
1198 | 年平均 | adj qualificatif général attribut du sujet
1201 | 增长 | Nc général
1203 | 速度 | Nc général
1205 | 。 | ponctuation forte
1206 | 据 | prep général
1207 | 介绍 | Nc général
1209 | ， | ponctuation faible
1210 | 这 | det démonstratif
1211 | 十四 | num cardinale
1213 | 个 | spécificatif
1214 | 城市 | Nc général
1216 | 的 | particule structure dans la structure de
1217 | 城市 | Nc général
1219 | 建设 | Nc général
1221 | 和 | conj coordination lier que d'expressions
1222 | 合作区 | Nc général
1225 | 开发 | Nc général
1227 | 建设 | Nc général
1229 | 步伐 | Nc général
1231 | 加快 | verbe principal
1233 | 。 | ponctuation forte
1234 | 三 | num cardinale
1235 | 年 | spécificatif
1236 | 来 | Nc notion de direction
1237 | ， | ponctuation faible
1238 | 这些 | det démonstratif
1240 | 城市 | Nc général
1242 | 累计 | adv général
1244 | 完成 | verbe principal
1246 | 固定 | adj qualificatif général attribut du sujet
1248 | 资产 | Nc général
1250 | 投资 | Nc général
1252 | 一百二十亿 | num cardinale
1257 | 元 | spécificatif
1258 | ， | ponctuation faible
1259 | 昔日 | Nc notion de temps saison et Jie Qi
1261 | 边境 | Nc général
1263 | 城市 | Nc général
1265 | 的 | particule structure dans la structure de
1266 | “ | ponctuation mise en évidence
1267 | 楼 | Nc général
1268 | 不 | adv général
1269 | 高 | adj qualificatif général épithète
1270 | ， | ponctuation faible
1271 | 路 | Nc général
1272 | 不 | adv général
1273 | 平 | adj qualificatif général épithète
1274 | 、 | ponctuation faible
1275 | 灯 | Nc général
1276 | 不 | adv général
1277 | 明 | adj qualificatif général épithète
1278 | 、 | ponctuation faible
1279 | 水 | Nc général
1280 | 不 | adv général
1281 | 清 | adj qualificatif général épithète
1282 | 、 | ponctuation faible
1283 | 通讯 | Nc général
1285 | 不 | adv général
1286 | 畅 | adj qualificatif général épithète
1287 | ” | ponctuation mise en évidence
1288 | 的 | particule structure suffix de modifier
1289 | 状况 | Nc général
1291 | 已 | adv général
1292 | 得到 | verbe principal
1294 | 了 | particule temps action finie
1295 | 改变 | Nc général
1297 | 。 | ponctuation forte
1298 | 经济 | Nc général
1300 | 合作区 | Nc général
1303 | 内 | Nc notion de direction
1304 | 已 | adv général
1305 | 开发 | verbe principal
1307 | 二十二点六 | num cardinale
1312 | 平方公里 | spécificatif
1316 | ， | ponctuation faible
1317 | 引进 | verbe principal
1319 | “ | ponctuation mise en évidence
1320 | 三 | num cardinale
1321 | 资 | Nc général
1322 | ” | ponctuation mise en évidence
1323 | 企业 | Nc général
1325 | 二百八十七 | num cardinale
1330 | 家 | spécificatif
1331 | ， | ponctuation faible
1332 | 实际 | adv général
1334 | 利用 | verbe principal
1336 | 外资 | Nc général
1338 | 八点九亿 | num cardinale
1342 | 美元 | spécificatif
1344 | 。 | ponctuation forte
1345 | 此外 | adv général
1347 | ， | ponctuation faible
1348 | 还 | adv général
1349 | 有 | verbe auxiliaire
1350 | 内联 | adj qualificatif général attribut du sujet
1352 | 企业 | Nc général
1354 | 五千一百 | num cardinale
1358 | 家 | spécificatif
1359 | ， | ponctuation faible
1360 | 已 | adv général
1361 | 投产 | verbe principal
1363 | 工业 | Nc général
1365 | 项目 | Nc général
1367 | 一百七十五 | num cardinale
1372 | 个 | spécificatif
1373 | 。 | ponctuation forte
1374 | （ | ponctuation parenthèses
1375 | 完 | verbe principal
1376 | ） | ponctuation parenthèses
1377 | 中国 | Np lieu
1379 | 建筑业 | Nc général
1382 | 对 | prep général
1383 | 外 | Nc général
1384 | 开放 | verbe principal
1386 | 呈现 | verbe principal
1388 | 新 | adj qualificatif général attribut du sujet
1389 | 格局 | Nc général
1391 | 新华社 | Nc général
1394 | 北京 | Np lieu
1396 | 二月 | Nc mois
1398 | 十三日 | Nc jour
1401 | 电 | Nc général
1402 | 中国 | Np lieu
1404 | 建筑 | Nc général
1406 | 市场 | Nc général
1408 | 近年 | Nc notion de temps saison et Jie Qi
1410 | 来 | Nc notion de direction
1411 | 对 | prep général
1412 | 外 | Nc général
1413 | 开放 | Nc général
1415 | 步伐 | Nc général
1417 | 进一步 | adv général
1420 | 加快 | verbe principal
1422 | 。 | ponctuation forte
1423 | 据 | prep général
1424 | 初步 | adj qualificatif général attribut du sujet
1426 | 统计 | Nc général
1428 | ， | ponctuation faible
1429 | 目前 | Nc notion de temps saison et Jie Qi
1431 | 在 | prep général
1432 | 中国 | Np lieu
1434 | 境内 | Nc général
1436 | 承包 | verbe principal
1438 | 工程 | Nc général
1440 | 的 | particule structure suffix de modifier
1441 | 国外 | Nc général
1443 | 承包商 | Nc général
1446 | 已 | adv général
1447 | 有 | verbe auxiliaire
1448 | 一百三十七 | num cardinale
1453 | 家 | spécificatif
1454 | ， | ponctuation faible
1455 | 承包 | verbe principal
1457 | 的 | particule structure suffix de modifier
1458 | 工程 | Nc général
1460 | 达 | verbe principal
1461 | 一百四十一 | num cardinale
1466 | 项 | spécificatif
1467 | ， | ponctuation faible
1468 | 其中 | Nc général
1470 | 最大 | adj qualificatif général attribut du sujet
1472 | 规模 | Nc général
1474 | 的 | particule structure dans la structure de
1475 | 项目 | Nc général
1477 | 达 | verbe principal
1478 | 二十七点七亿 | num cardinale
1484 | 元 | spécificatif
1485 | ； | ponctuation forte
1486 | 中外 | Nc général
1488 | 合资 | adj qualificatif général attribut du sujet
1490 | 合作 | Nc général
1492 | 的 | particule structure dans la structure de
1493 | 建筑 | Nc général
1495 | 企业 | Nc général
1497 | 近 | adv général
1498 | 二千 | num cardinale
1500 | 家 | spécificatif
1501 | 。 | ponctuation forte
1502 | 中国 | Np lieu
1504 | 建筑业 | Nc général
1507 | 对 | prep général
1508 | 外 | Nc général
1509 | 开放 | verbe principal
1511 | 始于 | verbe principal
1513 | 八十年代 | Nc notion de temps saison et Jie Qi
1517 | 。 | ponctuation forte
1518 | 十几 | num cardinale
1520 | 年 | spécificatif
1521 | 来 | Nc notion de direction
1522 | ， | ponctuation faible
1523 | 已 | adv général
1524 | 有 | verbe auxiliaire
1525 | 美国 | Np lieu
1527 | 、 | ponctuation faible
1528 | 日本 | Np lieu
1530 | 、 | ponctuation faible
1531 | 法国 | Np lieu
1533 | 、 | ponctuation faible
1534 | 英国 | Np lieu
1536 | 、 | ponctuation faible
1537 | 德国 | Np lieu
1539 | 、 | ponctuation faible
1540 | 芬兰 | Np lieu
1542 | 、 | ponctuation faible
1543 | 意大利 | Np lieu
1546 | 、 | ponctuation faible
1547 | 新加坡 | Np lieu
1550 | 、 | ponctuation faible
1551 | 香港 | Np lieu
1553 | 、 | ponctuation faible
1554 | 台湾 | Np lieu
1556 | 等 | particule autres
1557 | 十几 | num cardinale
1559 | 个 | spécificatif
1560 | 国家 | Nc général
1562 | 和 | conj coordination lier que d'expressions
1563 | 地区 | Nc général
1565 | 的 | particule structure dans la structure de
1566 | 境外 | Nc général
1568 | 企业 | Nc général
1570 | 进入 | verbe principal
1572 | 中国 | Np lieu
1574 | 进行 | verbe principal
1576 | 工程 | Nc général
1578 | 总 | adj qualificatif général attribut du sujet
1579 | 承包 | Nc général
1581 | 或 | conj coordination lier tout
1582 | 工程 | Nc général
1584 | 分包 | Nc général
1586 | 。 | ponctuation forte
1587 | 世界 | Nc général
1589 | 上 | Nc notion de direction
1590 | 最 | adv général
1591 | 大 | adj qualificatif général épithète
1592 | 的 | particule structure suffix de modifier
1593 | 二百二十五 | num cardinale
1598 | 家 | spécificatif
1599 | 国际 | Nc général
1601 | 承包商 | Nc général
1604 | 中 | Nc notion de direction
1605 | ， | ponctuation faible
1606 | 有 | verbe auxiliaire
1607 | 十几 | num cardinale
1609 | 家 | spécificatif
1610 | 已 | adv général
1611 | 进入 | verbe principal
1613 | 中国 | Np lieu
1615 | ， | ponctuation faible
1616 | 其中 | Nc général
1618 | 不少 | num cardinale
